material_type,strength_mpa,weight_capacity_kg,biodegradability_score,co2_emission_score,recyclability_percent,co2_impact_index,cost_efficiency_index,material_suitability_score,predicted_cost_usd,predicted_co2_footprint,shipping_category,material_safety,material_category
Smartwatch Model 117,31,18,71,0.93,11,18.16,12.73,17.96,89.22,19.12,Ultra-Light,Moderate,Smartwatch
Smartwatch Model 38,20,20,91,1.84,52,8.6,19.83,24.72,70.92,17.95,Ultra-Light,Safe,Smartwatch
Headphones Model 204,23,17,22,1.66,100,24.4,39.5,37.05,35.23,46.27,Ultra-Light,Safe,Headphones
Smartwatch Model 15,17,20,0,2.82,74,34.29,25.93,29.03,49.99,62.7,Ultra-Light,Safe,Smartwatch
Hard Disk Drive Model 439,19,5,35,0.76,100,19.96,42.72,32.79,23.84,30.11,Ultra-Light,Safe,Hard Disk Drive
Laptop Model 44,19,7,83,2.0,77,8.6,29.63,27.35,34.94,22.32,Ultra-Light,Safe,Laptop
Bluetooth Speaker Model 71,51,3,100,2.79,27,8.97,22.42,24.93,79.74,21.9,Ultra-Light,Moderate,Bluetooth Speaker
Tablet Model 264,42,5,33,0.81,64,24.19,34.02,31.83,62.37,32.61,Ultra-Light,Safe,Tablet
Bluetooth Speaker Model 450,10,20,22,0.77,46,29.26,12.28,19.88,48.84,39.0,Ultra-Light,Moderate,Bluetooth Speaker
Headphones Model 97,29,16,16,0.68,76,28.01,33.07,33.05,61.4,39.61,Ultra-Light,Safe,Headphones
Bluetooth Speaker Model 224,34,4,67,0.9,47,15.74,23.75,24.51,63.13,20.84,Ultra-Light,Moderate,Bluetooth Speaker
Laptop Model 205,45,4,19,0.66,42,30.5,35.84,27.15,62.33,39.01,Ultra-Light,Moderate,Laptop
Hard Disk Drive Model 183,51,13,59,2.12,2,23.37,22.03,21.28,109.99,32.36,Ultra-Light,Moderate,Hard Disk Drive
Hard Disk Drive Model 211,48,14,66,1.2,52,15.72,25.69,33.12,77.54,24.49,Ultra-Light,Safe,Hard Disk Drive
Hard Disk Drive Model 407,39,9,85,1.03,11,14.02,14.67,18.5,81.62,13.72,Ultra-Light,Moderate,Hard Disk Drive
Hard Disk Drive Model 94,14,17,44,0.93,33,24.06,14.43,17.26,74.46,30.06,Ultra-Light,Moderate,Hard Disk Drive
Smartwatch Model 481,15,20,73,0.94,11,17.56,5.58,12.86,78.26,17.13,Ultra-Light,Moderate,Smartwatch
Camera DSLR Model 81,60,20,86,2.38,27,12.93,26.89,32.39,106.8,23.19,Ultra-Light,Moderate,Camera DSLR
Headphones Model 147,47,8,74,1.96,90,9.98,44.49,40.66,58.42,26.72,Ultra-Light,Safe,Headphones
Smartwatch Model 342,13,8,22,2.56,94,25.54,34.35,29.67,18.52,50.79,Ultra-Light,Safe,Smartwatch
Smartphone Model 2,35,4,70,1.14,81,11.58,42.77,33.33,36.97,20.53,Ultra-Light,Safe,Smartphone
Hard Disk Drive Model 187,30,8,3,0.3,67,32.58,30.7,29.2,54.74,41.15,Ultra-Light,Safe,Hard Disk Drive
Gaming Console Model 487,47,11,3,1.03,4,39.32,20.97,20.05,92.26,48.33,Ultra-Light,Moderate,Gaming Console
Bluetooth Speaker Model 89,36,18,37,1.39,21,27.63,20.39,22.14,84.83,38.65,Ultra-Light,Moderate,Bluetooth Speaker
Bluetooth Speaker Model 357,42,16,24,2.73,36,30.84,22.59,27.29,86.64,53.44,Ultra-Light,Moderate,Bluetooth Speaker
Power Bank Model 139,56,16,62,0.88,28,19.13,24.69,30.47,109.4,21.57,Ultra-Light,Moderate,Power Bank
Laptop Model 341,16,5,31,0.48,47,26.29,15.96,18.53,45.46,31.16,Ultra-Light,Moderate,Laptop
Laptop Model 433,38,14,75,2.97,86,10.68,36.78,37.85,48.19,32.67,Ultra-Light,Safe,Laptop
Bluetooth Speaker Model 83,42,3,23,2.3,89,25.58,39.45,37.36,46.73,49.42,Ultra-Light,Safe,Bluetooth Speaker
Smartwatch Model 227,55,19,94,1.23,95,3.04,43.67,47.57,55.21,10.95,Ultra-Light,Safe,Smartwatch
Camera DSLR Model 94,19,19,77,0.46,83,8.88,30.66,32.08,43.74,12.77,Ultra-Light,Safe,Camera DSLR
Smartphone Model 281,20,17,38,0.71,80,21.03,27.26,31.14,46.85,32.17,Ultra-Light,Safe,Smartphone
Headphones Model 256,12,9,2,2.14,58,34.88,19.23,20.63,34.92,58.73,Ultra-Light,Safe,Headphones
Smartwatch Model 385,20,3,96,2.7,4,12.42,7.89,8.35,60.36,24.62,Ultra-Light,Moderate,Smartwatch
Camera DSLR Model 180,23,6,65,1.71,79,13.63,31.81,29.04,40.04,27.03,Ultra-Light,Safe,Camera DSLR
Headphones Model 6,46,2,10,2.74,30,35.64,30.46,23.69,78.34,56.21,Ultra-Light,Moderate,Headphones
Camera DSLR Model 73,12,17,73,0.76,19,16.66,11.61,13.09,71.44,17.99,Ultra-Light,Moderate,Camera DSLR
Camera DSLR Model 274,44,9,4,2.85,29,37.61,21.99,24.47,81.05,60.55,Ultra-Light,Moderate,Camera DSLR
Smartphone Model 318,57,6,46,1.4,84,18.64,46.18,42.24,64.37,30.98,Ultra-Light,Safe,Smartphone
Headphones Model 192,52,7,8,1.97,41,34.68,29.58,29.9,83.67,53.23,Ultra-Light,Moderate,Headphones
Camera DSLR Model 160,37,15,19,2.54,76,28.22,35.57,35.32,64.84,54.33,Ultra-Light,Safe,Camera DSLR
Bluetooth Speaker Model 192,23,2,90,0.49,48,8.49,23.31,20.48,48.06,6.87,Ultra-Light,Moderate,Bluetooth Speaker
Camera DSLR Model 247,44,16,47,1.13,85,18.08,39.05,40.48,57.55,29.42,Ultra-Light,Safe,Camera DSLR
Gaming Console Model 274,28,2,85,2.61,43,11.77,23.73,20.66,58.71,25.92,Ultra-Light,Moderate,Gaming Console
Power Bank Model 85,58,18,96,1.64,48,7.38,33.18,36.55,92.05,15.06,Ultra-Light,Moderate,Power Bank
Power Bank Model 211,51,2,10,2.66,6,38.0,25.94,19.45,88.65,56.59,Ultra-Light,Moderate,Power Bank
Tablet Model 1,44,5,73,1.49,4,18.59,10.16,17.43,84.81,22.49,Ultra-Light,Moderate,Tablet
Smartwatch Model 426,50,16,46,1.37,100,17.02,46.45,46.29,51.65,30.79,Ultra-Light,Safe,Smartwatch
Power Bank Model 407,35,17,71,0.55,17,17.33,20.55,20.67,79.68,16.65,Ultra-Light,Moderate,Power Bank
Camera DSLR Model 488,16,14,44,1.76,16,26.26,1.62,12.84,66.75,37.64,Ultra-Light,Moderate,Camera DSLR
Tablet Model 90,10,3,64,0.82,50,16.29,20.34,16.63,32.98,21.02,Ultra-Light,Moderate,Tablet
Smartphone Model 204,28,12,100,2.98,51,6.69,22.31,25.1,69.94,23.75,Ultra-Light,Safe,Smartphone
Smartphone Model 317,16,17,62,3.0,70,16.2,19.34,26.9,47.64,38.95,Ultra-Light,Safe,Smartphone
Camera DSLR Model 238,34,4,75,2.13,66,12.18,30.75,29.08,51.57,28.45,Ultra-Light,Safe,Camera DSLR
Smartwatch Model 468,26,8,49,2.46,33,23.48,19.93,18.98,71.27,40.26,Ultra-Light,Moderate,Smartwatch
Headphones Model 194,49,10,93,2.15,32,10.19,25.0,27.33,80.91,21.12,Ultra-Light,Moderate,Headphones
Smartphone Model 139,26,20,31,0.82,42,26.99,19.46,24.48,72.34,35.91,Ultra-Light,Moderate,Smartphone
Laptop Model 369,59,6,59,2.59,93,14.55,54.53,45.01,53.95,36.28,Ultra-Light,Safe,Laptop
Smartphone Model 130,56,2,95,1.19,51,7.11,33.42,32.67,72.94,11.82,Ultra-Light,Safe,Smartphone
Smartphone Model 165,17,7,67,2.63,60,15.48,24.92,22.31,38.81,35.55,Ultra-Light,Safe,Smartphone
Tablet Model 269,45,12,94,2.07,9,12.14,19.4,20.69,90.83,18.63,Ultra-Light,Moderate,Tablet
Gaming Console Model 99,55,6,6,0.68,40,34.61,32.48,30.65,80.8,43.37,Ultra-Light,Moderate,Gaming Console
Hard Disk Drive Model 122,13,2,23,2.08,8,33.55,7.29,6.74,57.56,46.7,Ultra-Light,Moderate,Hard Disk Drive
Smartwatch Model 136,30,16,100,2.56,97,1.84,36.66,38.37,43.15,21.82,Ultra-Light,Safe,Smartwatch
Smartwatch Model 427,44,5,89,2.08,58,8.75,37.08,30.84,57.79,19.21,Ultra-Light,Safe,Smartwatch
Camera DSLR Model 462,47,9,89,0.3,17,11.78,22.87,22.9,91.94,6.61,Ultra-Light,Moderate,Camera DSLR
Smartwatch Model 414,28,16,11,1.27,43,33.16,21.51,24.36,68.77,44.54,Ultra-Light,Moderate,Smartwatch
Smartphone Model 157,39,19,87,2.55,38,11.63,24.05,27.52,85.21,24.71,Ultra-Light,Moderate,Smartphone
Hard Disk Drive Model 142,35,13,52,0.68,83,16.51,30.71,36.15,53.84,26.37,Ultra-Light,Safe,Hard Disk Drive
Bluetooth Speaker Model 96,23,12,12,2.35,6,37.21,8.33,12.2,81.46,53.65,Ultra-Light,Moderate,Bluetooth Speaker
Headphones Model 99,26,16,21,2.94,13,34.16,13.14,15.91,83.65,55.26,Ultra-Light,Moderate,Headphones
Bluetooth Speaker Model 98,55,12,28,2.28,7,32.27,16.21,23.66,105.45,47.58,Ultra-Light,Moderate,Bluetooth Speaker
Headphones Model 414,47,9,33,2.52,12,30.41,20.82,21.32,89.64,47.13,Ultra-Light,Moderate,Headphones
Tablet Model 398,49,5,45,2.41,14,26.55,21.44,21.54,92.8,40.82,Ultra-Light,Moderate,Tablet
Headphones Model 92,11,19,64,2.77,86,13.86,30.7,29.68,35.99,36.24,Ultra-Light,Safe,Headphones
Power Bank Model 455,13,5,36,0.6,30,26.56,13.79,13.21,53.4,31.32,Ultra-Light,Moderate,Power Bank
Camera DSLR Model 4,58,19,98,0.64,80,2.98,40.34,44.95,77.2,3.59,Ultra-Light,Safe,Camera DSLR
Gaming Console Model 339,10,20,51,2.95,46,21.87,15.55,19.56,58.61,42.38,Ultra-Light,Moderate,Gaming Console
Laptop Model 172,33,5,30,0.63,100,21.38,36.48,37.71,36.44,32.73,Ultra-Light,Safe,Laptop
Smartphone Model 303,54,4,46,0.38,76,18.83,47.27,38.84,61.62,24.4,Ultra-Light,Safe,Smartphone
Smartwatch Model 80,33,10,91,2.2,16,12.42,20.48,17.72,76.08,20.92,Ultra-Light,Moderate,Smartwatch
Camera DSLR Model 404,10,7,56,2.42,0,24.65,-2.17,4.89,68.7,36.7,Ultra-Light,Moderate,Camera DSLR
Hard Disk Drive Model 469,19,8,54,1.58,18,22.95,11.24,12.91,61.39,31.29,Ultra-Light,Moderate,Hard Disk Drive
Laptop Model 312,54,11,43,2.69,54,23.31,38.54,34.75,71.53,45.21,Ultra-Light,Safe,Laptop
Bluetooth Speaker Model 133,40,17,62,1.78,0,22.47,14.09,17.98,106.98,28.09,Ultra-Light,Moderate,Bluetooth Speaker
Gaming Console Model 32,17,10,35,1.18,0,30.21,-1.21,8.27,76.86,34.97,Ultra-Light,Moderate,Gaming Console
Camera DSLR Model 240,56,8,54,1.99,30,21.99,27.36,28.8,94.22,32.62,Ultra-Light,Moderate,Camera DSLR
Tablet Model 217,51,17,65,1.37,23,19.02,22.52,27.64,108.55,25.77,Ultra-Light,Moderate,Tablet
Smartwatch Model 275,20,20,4,0.56,27,36.44,10.27,18.67,66.18,41.8,Ultra-Light,Moderate,Smartwatch
Laptop Model 160,28,18,4,2.82,44,36.09,21.06,24.88,65.5,60.77,Ultra-Light,Moderate,Laptop
Laptop Model 312,53,12,45,2.72,58,22.33,39.54,35.64,67.37,43.61,Ultra-Light,Safe,Laptop
Smartphone Model 394,52,3,45,1.1,23,24.86,34.68,24.54,77.12,32.36,Ultra-Light,Moderate,Smartphone
Camera DSLR Model 200,48,13,3,2.89,28,38.03,24.87,26.62,90.11,62.69,Ultra-Light,Moderate,Camera DSLR
Tablet Model 132,20,20,89,1.8,48,9.58,21.18,23.73,64.46,17.93,Ultra-Light,Moderate,Tablet
Smartwatch Model 129,18,8,86,0.63,71,7.48,28.79,25.96,37.22,11.54,Ultra-Light,Safe,Smartwatch
Laptop Model 432,27,19,15,0.7,14,34.52,7.55,17.6,81.08,39.38,Ultra-Light,Moderate,Laptop
Headphones Model 239,19,14,97,0.41,54,5.75,22.4,23.59,51.08,3.74,Ultra-Light,Safe,Headphones
Power Bank Model 324,52,18,36,2.23,68,23.74,32.19,39.37,78.84,43.76,Ultra-Light,Safe,Power Bank
Power Bank Model 214,28,15,98,2.67,93,2.9,39.25,36.4,39.19,20.25,Ultra-Light,Safe,Power Bank
Bluetooth Speaker Model 171,36,9,17,0.67,4,34.9,13.01,15.75,87.9,39.64,Ultra-Light,Moderate,Bluetooth Speaker
Tablet Model 37,59,17,24,1.26,74,26.16,43.96,43.21,80.76,39.75,Ultra-Light,Safe,Tablet
Bluetooth Speaker Model 261,30,3,57,1.26,3,23.36,13.36,11.81,78.81,27.07,Ultra-Light,Moderate,Bluetooth Speaker
Camera DSLR Model 172,23,6,14,0.76,35,32.76,22.38,18.19,52.52,41.19,Ultra-Light,Moderate,Camera DSLR
Laptop Model 446,17,2,70,0.48,36,15.69,21.85,15.38,41.82,15.53,Ultra-Light,Moderate,Laptop
Camera DSLR Model 429,14,20,97,2.23,86,3.64,29.48,31.07,44.48,19.29,Ultra-Light,Safe,Camera DSLR
Hard Disk Drive Model 374,39,16,41,2.78,42,25.17,23.78,27.73,83.36,47.47,Ultra-Light,Moderate,Hard Disk Drive
Power Bank Model 247,48,15,13,1.63,97,27.38,46.69,44.56,59.45,46.34,Ultra-Light,Safe,Power Bank
Smartwatch Model 480,29,12,64,1.14,37,17.78,20.04,22.23,68.64,23.6,Ultra-Light,Moderate,Smartwatch
Camera DSLR Model 56,39,5,96,1.51,41,8.01,25.29,24.92,66.77,13.1,Ultra-Light,Moderate,Camera DSLR
Smartwatch Model 83,16,4,83,1.2,67,9.12,26.47,23.17,32.47,16.22,Ultra-Light,Safe,Smartwatch
Hard Disk Drive Model 281,28,5,31,0.65,97,21.39,47.34,35.2,37.4,33.68,Ultra-Light,Safe,Hard Disk Drive
Laptop Model 453,56,4,6,1.01,5,38.31,25.79,21.7,93.51,46.42,Ultra-Light,Moderate,Laptop
Power Bank Model 272,58,3,11,1.86,91,28.72,47.92,43.52,50.33,52.62,Ultra-Light,Safe,Power Bank
Hard Disk Drive Model 351,11,11,98,0.4,16,9.24,11.79,10.54,62.6,3.26,Ultra-Light,Moderate,Hard Disk Drive
Laptop Model 375,39,6,94,0.75,12,11.05,19.06,18.04,88.95,8.03,Ultra-Light,Moderate,Laptop
Bluetooth Speaker Model 158,51,7,90,1.79,20,12.07,20.3,24.33,87.69,17.08,Ultra-Light,Moderate,Bluetooth Speaker
Hard Disk Drive Model 400,37,19,83,2.64,77,8.98,33.26,36.55,59.06,26.28,Ultra-Light,Safe,Hard Disk Drive
Power Bank Model 213,25,13,67,2.15,79,13.29,25.89,31.43,42.61,30.34,Ultra-Light,Safe,Power Bank
Headphones Model 241,14,8,74,0.36,38,14.22,12.34,16.35,43.73,14.7,Ultra-Light,Moderate,Headphones
Power Bank Model 333,13,14,24,0.67,90,24.2,29.14,30.45,34.82,35.75,Ultra-Light,Safe,Power Bank
Hard Disk Drive Model 59,12,5,58,0.89,11,22.03,5.41,8.07,59.77,25.04,Ultra-Light,Moderate,Hard Disk Drive
Tablet Model 202,50,18,45,1.7,57,21.82,34.45,35.99,76.71,34.92,Ultra-Light,Safe,Tablet
Gaming Console Model 155,50,16,88,1.97,83,6.48,43.55,41.95,54.99,20.72,Ultra-Light,Safe,Gaming Console
Bluetooth Speaker Model 30,41,4,11,2.66,10,37.3,20.59,17.45,85.05,56.28,Ultra-Light,Moderate,Bluetooth Speaker
Smartwatch Model 199,12,14,41,0.85,23,25.91,11.73,13.32,64.05,31.81,Ultra-Light,Moderate,Smartwatch
Gaming Console Model 312,34,2,71,1.42,3,19.25,15.05,12.94,74.86,24.41,Ultra-Light,Moderate,Gaming Console
Smartphone Model 170,50,4,91,2.58,11,13.15,20.71,20.86,88.92,23.55,Ultra-Light,Moderate,Smartphone
Camera DSLR Model 114,21,15,64,0.63,79,13.28,29.32,30.76,47.67,18.36,Ultra-Light,Safe,Camera DSLR
Bluetooth Speaker Model 207,28,4,90,2.16,23,12.0,15.94,16.23,59.83,20.55,Ultra-Light,Moderate,Bluetooth Speaker
Smartwatch Model 446,41,3,100,1.61,50,5.97,28.44,27.36,57.38,12.21,Ultra-Light,Moderate,Smartwatch
Smartwatch Model 480,30,11,66,1.19,37,17.21,16.71,22.32,60.69,22.91,Ultra-Light,Moderate,Smartwatch
Headphones Model 455,19,2,51,2.27,47,21.36,28.19,18.56,43.37,37.02,Ultra-Light,Moderate,Headphones
Smartphone Model 478,30,3,3,1.47,42,35.78,22.63,21.53,47.9,52.41,Ultra-Light,Moderate,Smartphone
Gaming Console Model 101,12,4,12,0.4,35,33.14,14.64,13.89,52.67,38.17,Ultra-Light,Moderate,Gaming Console
Bluetooth Speaker Model 252,46,10,23,2.46,89,25.68,48.17,40.48,55.87,50.26,Ultra-Light,Safe,Bluetooth Speaker
Camera DSLR Model 353,32,16,44,2.38,18,26.43,23.18,19.34,79.73,41.42,Ultra-Light,Moderate,Camera DSLR
Laptop Model 469,20,5,9,1.24,66,31.44,27.37,24.56,50.65,45.25,Ultra-Light,Safe,Laptop
Gaming Console Model 125,13,11,67,0.45,69,13.27,25.13,24.48,32.62,16.53,Ultra-Light,Safe,Gaming Console
Tablet Model 391,47,6,8,1.76,70,31.66,36.62,35.19,56.57,50.24,Ultra-Light,Safe,Tablet
Smartwatch Model 144,28,7,3,2.17,75,32.9,25.01,29.97,49.06,58.56,Ultra-Light,Safe,Smartwatch
Laptop Model 58,41,15,24,0.58,10,32.15,13.24,20.51,95.63,36.25,Ultra-Light,Moderate,Laptop
Tablet Model 239,56,7,13,2.96,91,28.78,51.94,43.66,49.84,57.97,Ultra-Light,Safe,Tablet
Smartwatch Model 125,36,5,99,0.91,87,2.15,38.3,35.46,43.18,8.01,Ultra-Light,Safe,Smartwatch
Bluetooth Speaker Model 209,15,7,91,0.81,55,7.69,29.96,20.63,43.65,10.71,Ultra-Light,Safe,Bluetooth Speaker
Gaming Console Model 28,18,2,17,0.41,100,25.15,35.21,31.74,8.73,36.24,Ultra-Light,Safe,Gaming Console
Gaming Console Model 189,11,7,69,1.27,16,18.46,8.89,9.41,65.73,21.27,Ultra-Light,Moderate,Gaming Console
Power Bank Model 458,32,5,9,0.3,100,27.48,37.43,37.4,32.59,39.49,Ultra-Light,Safe,Power Bank
Smartwatch Model 127,29,16,62,0.34,24,19.2,13.14,20.1,87.74,17.32,Ultra-Light,Moderate,Smartwatch
Camera DSLR Model 483,31,14,70,2.96,28,17.98,15.67,20.91,83.07,35.52,Ultra-Light,Moderate,Camera DSLR
Smartphone Model 105,49,11,18,1.53,65,29.02,34.86,35.92,70.46,43.3,Ultra-Light,Safe,Smartphone
Gaming Console Model 92,25,9,57,2.91,37,20.95,25.67,19.81,64.8,39.71,Ultra-Light,Moderate,Gaming Console
Smartwatch Model 89,18,9,43,1.44,72,20.76,31.27,26.33,36.9,34.05,Ultra-Light,Safe,Smartwatch
Tablet Model 276,14,18,87,1.85,55,9.51,13.95,22.87,65.02,18.35,Ultra-Light,Safe,Tablet
Laptop Model 3,50,15,19,1.06,31,31.84,24.9,28.84,96.6,41.55,Ultra-Light,Moderate,Laptop
Power Bank Model 457,38,18,33,2.11,14,29.97,16.11,20.98,101.01,43.33,Ultra-Light,Moderate,Power Bank
Laptop Model 320,49,9,100,2.28,71,4.27,41.52,36.81,68.59,18.97,Ultra-Light,Safe,Laptop
Headphones Model 236,59,5,70,2.38,44,16.03,35.81,32.54,78.85,30.29,Ultra-Light,Moderate,Headphones
Power Bank Model 480,33,4,17,2.16,29,33.3,20.36,19.48,65.37,49.4,Ultra-Light,Moderate,Power Bank
Camera DSLR Model 69,13,12,34,0.44,88,21.26,37.36,29.48,36.43,29.02,Ultra-Light,Safe,Camera DSLR
Bluetooth Speaker Model 29,13,17,52,1.53,14,23.92,6.84,12.07,72.88,31.71,Ultra-Light,Moderate,Bluetooth Speaker
Laptop Model 482,29,16,37,0.79,49,24.47,22.46,26.28,69.42,31.23,Ultra-Light,Moderate,Laptop
Gaming Console Model 375,23,17,85,0.39,17,13.03,8.02,16.49,83.68,9.53,Ultra-Light,Moderate,Gaming Console
Tablet Model 77,23,6,25,2.55,49,29.13,23.19,21.42,52.62,49.44,Ultra-Light,Moderate,Tablet
Hard Disk Drive Model 243,38,12,65,2.63,42,17.88,23.79,26.41,70.89,37.79,Ultra-Light,Moderate,Hard Disk Drive
Gaming Console Model 251,31,6,26,0.38,23,30.13,20.23,18.04,74.38,33.28,Ultra-Light,Moderate,Gaming Console
Hard Disk Drive Model 3,53,19,94,1.05,81,4.33,40.05,43.39,66.16,10.53,Ultra-Light,Safe,Hard Disk Drive
Camera DSLR Model 91,44,10,59,2.15,27,20.89,27.62,24.33,78.12,33.38,Ultra-Light,Moderate,Camera DSLR
Bluetooth Speaker Model 311,26,18,45,1.54,36,23.82,18.73,22.37,66.71,33.9,Ultra-Light,Moderate,Bluetooth Speaker
Power Bank Model 400,23,18,32,1.14,7,30.38,7.66,14.13,79.74,36.44,Ultra-Light,Moderate,Power Bank
Bluetooth Speaker Model 300,57,16,73,1.41,74,11.55,43.54,42.24,82.68,23.47,Ultra-Light,Safe,Bluetooth Speaker
Camera DSLR Model 251,11,18,68,2.34,28,18.2,13.17,15.0,62.8,29.85,Ultra-Light,Moderate,Camera DSLR
Smartwatch Model 467,35,4,58,0.85,33,19.81,24.46,21.37,69.29,23.61,Ultra-Light,Moderate,Smartwatch
Power Bank Model 361,27,15,83,2.14,100,6.38,36.51,37.88,34.38,22.82,Ultra-Light,Safe,Power Bank
Headphones Model 356,38,20,79,2.66,87,9.2,34.57,39.65,59.45,29.0,Ultra-Light,Safe,Headphones
Headphones Model 146,41,3,14,2.82,78,29.69,40.28,34.18,51.33,57.11,Ultra-Light,Safe,Headphones
Headphones Model 484,52,13,27,0.47,23,29.88,29.62,27.13,94.93,32.59,Ultra-Light,Moderate,Headphones
Camera DSLR Model 336,18,18,26,0.92,86,24.15,32.16,32.16,56.03,37.67,Ultra-Light,Safe,Camera DSLR
Smartwatch Model 52,30,18,54,0.73,28,21.44,20.08,21.89,85.76,25.07,Ultra-Light,Moderate,Smartwatch
Hard Disk Drive Model 4,36,9,69,2.34,88,11.9,41.74,36.5,50.15,32.22,Ultra-Light,Safe,Hard Disk Drive
Tablet Model 335,53,9,0,1.42,75,33.35,42.64,39.34,65.03,50.55,Ultra-Light,Safe,Tablet
Camera DSLR Model 89,38,6,41,2.73,26,26.74,16.8,20.89,82.42,46.96,Ultra-Light,Moderate,Camera DSLR
Bluetooth Speaker Model 285,17,11,40,0.63,79,20.48,25.77,28.36,38.86,29.52,Ultra-Light,Safe,Bluetooth Speaker
Bluetooth Speaker Model 221,56,20,12,2.17,17,36.0,25.28,28.52,96.59,54.47,Ultra-Light,Moderate,Bluetooth Speaker
Hard Disk Drive Model 110,47,18,63,2.29,79,14.57,41.62,40.36,71.23,31.04,Ultra-Light,Safe,Hard Disk Drive
Headphones Model 183,56,20,39,0.31,56,22.89,32.92,38.55,90.58,26.82,Ultra-Light,Safe,Headphones
Laptop Model 321,17,19,87,0.79,53,9.07,17.81,23.83,60.89,11.76,Ultra-Light,Safe,Laptop
Smartwatch Model 316,36,13,35,2.0,2,30.5,13.02,16.05,98.64,43.18,Ultra-Light,Moderate,Smartwatch
Headphones Model 310,58,14,5,2.94,44,35.86,33.68,34.36,97.09,60.4,Ultra-Light,Moderate,Headphones
Smartphone Model 354,44,6,4,1.26,76,31.96,36.41,35.71,58.46,49.49,Ultra-Light,Safe,Smartphone
Hard Disk Drive Model 378,55,10,21,2.14,83,26.68,44.43,42.18,72.77,49.42,Ultra-Light,Safe,Hard Disk Drive
Camera DSLR Model 290,11,16,78,1.96,61,11.68,20.19,22.81,49.71,24.96,Ultra-Light,Safe,Camera DSLR
Headphones Model 346,48,10,8,1.52,99,28.61,50.13,43.82,49.47,47.96,Ultra-Light,Safe,Headphones
Laptop Model 352,16,9,57,2.63,72,17.28,31.02,25.46,31.8,36.38,Ultra-Light,Safe,Laptop
Hard Disk Drive Model 99,47,3,96,2.8,82,4.68,40.98,37.28,43.6,23.55,Ultra-Light,Safe,Hard Disk Drive
Camera DSLR Model 412,18,13,80,1.1,81,8.56,27.22,29.64,41.89,17.74,Ultra-Light,Safe,Camera DSLR
Bluetooth Speaker Model 497,19,14,17,2.84,8,35.8,2.2,11.72,72.62,56.45,Ultra-Light,Moderate,Bluetooth Speaker
Camera DSLR Model 403,18,20,73,1.53,4,18.62,0.26,12.07,85.22,23.01,Ultra-Light,Moderate,Camera DSLR
Power Bank Model 418,18,14,18,2.61,4,35.77,6.12,10.41,80.3,53.85,Ultra-Light,Moderate,Power Bank
Tablet Model 169,38,20,64,2.66,34,19.0,18.18,26.4,86.95,35.6,Ultra-Light,Moderate,Tablet
Smartwatch Model 467,34,4,53,0.84,33,21.3,21.86,21.02,65.71,26.01,Ultra-Light,Moderate,Smartwatch
Headphones Model 397,48,16,68,1.48,100,10.49,45.48,45.58,51.53,26.37,Ultra-Light,Safe,Headphones
Headphones Model 94,45,9,84,2.65,67,9.69,34.02,34.35,68.59,27.36,Ultra-Light,Safe,Headphones
Hard Disk Drive Model 360,14,19,9,2.16,98,28.8,31.65,33.83,37.19,52.92,Ultra-Light,Safe,Hard Disk Drive
Headphones Model 324,29,11,10,2.74,7,37.94,9.44,14.24,83.13,57.54,Ultra-Light,Moderate,Headphones
Smartphone Model 199,12,6,39,1.87,65,22.92,15.07,21.67,28.42,40.73,Ultra-Light,Safe,Smartphone
Smartwatch Model 186,59,13,4,1.43,95,30.16,51.53,47.44,68.21,50.29,Ultra-Light,Safe,Smartwatch
Camera DSLR Model 306,24,11,31,0.93,36,27.66,20.83,20.01,69.85,37.19,Ultra-Light,Moderate,Camera DSLR
Tablet Model 80,29,6,19,2.17,55,30.1,24.34,25.07,54.99,49.64,Ultra-Light,Safe,Tablet
Laptop Model 80,32,15,72,0.57,38,14.94,23.92,24.36,80.48,16.74,Ultra-Light,Moderate,Laptop
Power Bank Model 181,25,5,53,1.68,2,24.91,10.93,10.25,67.21,32.95,Ultra-Light,Moderate,Power Bank
Smartwatch Model 226,40,7,54,3.0,59,19.7,28.08,30.05,62.62,42.34,Ultra-Light,Safe,Smartwatch
Smartphone Model 362,49,6,98,2.07,23,9.54,29.07,24.09,83.43,17.03,Ultra-Light,Moderate,Smartphone
Gaming Console Model 161,23,2,18,2.37,65,29.52,27.52,24.44,35.05,52.84,Ultra-Light,Safe,Gaming Console
Bluetooth Speaker Model 99,23,7,94,1.66,48,8.0,17.19,21.55,50.9,14.98,Ultra-Light,Moderate,Bluetooth Speaker
Camera DSLR Model 368,60,10,69,2.78,23,18.67,27.22,28.83,101.24,35.1,Ultra-Light,Moderate,Camera DSLR
Smartphone Model 339,59,2,74,2.16,49,14.2,38.6,33.08,76.15,26.28,Ultra-Light,Moderate,Smartphone
Power Bank Model 52,28,2,52,0.94,1,24.86,7.11,10.41,68.71,26.91,Ultra-Light,Moderate,Power Bank
Smartphone Model 60,27,16,64,0.91,71,14.25,26.44,31.06,50.94,21.57,Ultra-Light,Safe,Smartphone
Smartphone Model 106,46,7,50,2.16,44,21.9,28.33,28.53,61.78,35.68,Ultra-Light,Moderate,Smartphone
Headphones Model 364,41,5,16,0.94,52,30.56,30.6,28.46,67.9,42.82,Ultra-Light,Safe,Headphones
Bluetooth Speaker Model 445,46,8,25,1.64,68,26.68,36.81,34.85,62.08,43.4,Ultra-Light,Safe,Bluetooth Speaker
